0.0;     0.9999994915523589
2.0;     0.9999222098961223
4.0;     0.9770279970021476
6.0;     0.9254936957604304
8.0;     0.8396633630549452
10.0;     0.7045058592044179
12.0;     0.6417115896918584
14.0;     0.558378041700713
16.0;     0.51341172620448
18.0;     0.4338437900553779
20.0;     0.38636212513255086
22.0;     0.36139285559845435
24.0;     0.3018433419911368
26.0;     0.2764721659380032
28.0;     0.23960519456986734
30.0;     0.2134570270284556
32.0;     0.20275334607758397
34.0;     0.1846053028750192
36.0;     0.1767986184630651
38.0;     0.16297163048002353
40.0;     0.1498997562359349
42.0;     0.14250774905836566
44.0;     0.12335144453973347
46.0;     0.11155099162904711
48.0;     0.08772352471193451
50.0;     0.07041034927136136
52.0;     0.06502640870624128
54.0;     0.058106717635139624
56.0;     0.05457727003947005
58.0;     0.04296180345852663
60.0;     0.02580147996146842
62.0;     0.017481508318687163
64.0;     0.005824443413058359
66.0;     0.0028134401788451387
68.0;     0.00046255034735718164
70.0;     7.679029770094567e-05
72.0;     4.894036182740261e-05
74.0;     3.907095588459205e-05
76.0;     3.773018927144727e-05
78.0;     3.548088937913464e-05
80.0;     3.332939179965361e-05
82.0;     3.228665373991728e-05
84.0;     3.0265935785176764e-05
86.0;     2.929018079888954e-05
88.0;     2.7402747343228683e-05
90.0;     2.5594085387283743e-05
92.0;     2.4719510495866196e-05
94.0;     2.302742247801817e-05
96.0;     2.2208507423916265e-05
98.0;     2.062224538451686e-05
100.0;     1.9099798272002944e-05
102.0;     1.8360328959080882e-05
104.0;     1.6916592928442756e-05
106.0;     1.6206368142648978e-05
108.0;     1.4786513641006844e-05
110.0;     1.3341036272041402e-05
112.0;     1.2605866175913221e-05
114.0;     1.1120684131037362e-05
116.0;     1.037461876273479e-05
118.0;     8.877782150504518e-06
120.0;     7.370167216928357e-06
122.0;     6.611858359767239e-06
124.0;     5.104830882438934e-06
126.0;     4.373653693601745e-06
128.0;     3.020247595079819e-06
130.0;     1.8800784859782712e-06
132.0;     1.4061982827141111e-06
134.0;     6.781023385170917e-07
136.0;     4.2958837802101247e-07
138.0;     1.3885690669232218e-07
140.0;     3.415646599472942e-08
142.0;     1.627933582311913e-08
144.0;     4.988932591911171e-09
146.0;     3.60407589932424e-09
148.0;     2.586174687509004e-09
150.0;     2.098167425463115e-09
152.0;     1.905764913496502e-09
154.0;     1.5767792136886922e-09
156.0;     1.4376485425253834e-09
158.0;     1.2123019926725546e-09
160.0;     1.0525997655874738e-09
162.0;     9.916796353420195e-10
164.0;     8.939194578913109e-10
166.0;     8.528611210245418e-10
168.0;     7.79509847446139e-10
170.0;     7.131678465225025e-10
172.0;     6.82082643422254e-10
174.0;     6.243346477146254e-10
176.0;     5.97671885251436e-10
178.0;     5.484401384217718e-10
180.0;     5.048971510337174e-10
182.0;     4.853896866882155e-10
